ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
502,10,Rules of the road,54,You're reversing into a side road. When would your vehicle be the greatest hazard to passing traffic?,no,After you've completed the manoeuvre,no,Just before you begin to manoeuvre,no,After you've entered the side road,no,When the front of your vehicle swings out,no,D
503,10,Rules of the road,55,Where's the safetest place to park your vehicle at night?,no,In a garage,no,On a busy road,no,In a quiet car park,no,Near a red route,no,A
504,10,Rules of the road,56,When may you stop on an urban clearway?,no,To set down and pick up passengers,no,To use a mobile telephone,no,To ask for directions,no,To load or unload goods,no,A
505,10,Rules of the road,57,You're looking for somewhere to park your vehicle. What should you do if the only free spaces are marked for disabled drivers?,no,Use one of these spaces,no,Park in one of these spaces but stay with your vehicle,no,Use one of the spaces as long as one is kept free,no,Wait for a regular parking space to become free,no,D
506,10,Rules of the road,58,You're on a road that's only wide enough for one vehicle. What should you do if a car is coming towards you?,no,Pull into a passing place on your right,no,Force the other driver to reverse,no,Pull into a passing place if your vehicle is wider,no,Pull into a passing place on your left,no,D
507,10,Rules of the road,59,You're driving at night with your headlights on main beam. A vehicle is overtaking you. When should you dip your headlights?,no,Some time after the vehicle has passed you,no,Before the vehicle starts to pass you,no,Only if the other driver dips their headlights,no,As soon as the vehicle passes you,no,D
508,10,Rules of the road,60,When may you drive a car in this bus lane?,yes,Outside its hours of operation,no,To get to the front of a traffic queue,no,You may not use it at any time,no,To overtake slow-moving traffic,no,A
509,10,Rules of the road,61,"Other than direction indicators, how can you give signals to other road users?",no,By using brake lights,no,By using sidelights,no,By using fog lights,no,By using interior lights,no,A
510,10,Rules of the road,62,You're parked in a busy high street. What's the safest way yo trun your vehicle around so you can drive in the opposite direction?,no,Turn around in a quiet side road,no,Drive into a side road and reverse out into the main road,no,Ask someone to stop the traffic,no,Carry out a U-turn,no,A
511,10,Rules of the road,63,Where should you park your vehicle at night?,no,Near a police station,no,In a quiet road,no,On a red route,no,In a well-lit area,no,D
512,10,Rules of the road,64,You're driving in the right-hand lane of a dual carriageway. What should you do if you see a sign showing that the right-hand lane is closed 800 yards ahead?,yes,Kepp in that lane until you reach the queue,no,Move to the left immediately,no,Wait and see which lane is moving faster,no,Move to the left in good time,no,D
513,10,Rules of the road,65,You're driving on a road that has a cycle lane. What does it mean if the lane is marked by a broken white line?,yes,You shouldn't drive in the lane unless it's unavoidable,no,There's a reduced speed limit for motor vehicles using the lane,no,Cyclists can travel in both directions in that lanes,no,The lane must be used by motorcyclists in heavy traffic,no,A
514,10,Rules of the road,66,When are you allowed to park in a parking bay for disabled drivers?,yes,When you have a Blue Badge,no,When you have a wheelchair,no,When you have an advanced driver certificate,no,When you have an adapted vehicle,no,A
515,10,Rules of the road,67,When mus you stop your vehicle?,no,If you're involved in an incident that causes damage or injury,no,At a junction where there are 'give way' lines,no,At the end of a one-way street,no,Before merging onto a motorway,no,A
516,11,Road and traffic signs,1,How can you identify traffic signs that give orders?,no,They're rectangular with a yellow border,no,They're triangular with a blue border,no,They're square with a brown border,no,They're circular with a red border,no,D
517,11,Road and traffic signs,2,What shape are traffic signs giving orders?,no,,yes,,yes,,yes,,yes,D
518,11,Road and traffic signs,3,Which type of sign tells you what you must not do?,no,,yes,,yes,,yes,,yes,A
519,11,Road and traffic signs,4,What does this sign mean?,yes,Maximum speed limit with traffic calming,no,Minimum speed limit with traffic calming,no,20 cars only' parking zone,no,Only 20 cars allowed at any one time,no,A
520,11,Road and traffic signs,5,What does this sign mean?,yes,New speed limit 20 mph,no,No vehicles over 30 tonnes,no,Minimum speed limit 30 mph,no,End of 20 mph zone,no,D
521,11,Road and traffic signs,6,What does this sign mean?,yes,No overtaking,no,No motor vehicles,no,Clearway (no stopping),no,cars and motorcycles only,no,B
522,11,Road and traffic signs,7,What does this sign mean?,yes,No parking,no,No road markings,no,No through road,no,No entry,no,D
523,11,Road and traffic signs,8,What does this sign mean?,yes,Bend to the right,no,Road on the right closed,no,No traffic from the right,no,No right turn,no,D
524,11,Road and traffic signs,9,Which sign means 'no entry'?,no,,yes,,yes,,yes,,yes,D
525,11,Road and traffic signs,10,What does this sign mean?,yes,Route for trams only,no,Route for buses only,no,Parking for buses only,no,Parking for trams only,no,A
526,11,Road and traffic signs,11,Which type of vehicle does this sign apply to?,yes,Wide vehicles,no,Long vehicles,no,high vehicles,no,Heavy vehicles,no,C
527,11,Road and traffic signs,12,Which sign means no motor vehicles allowed?,no,,yes,,yes,,yes,,yes,B
528,11,Road and traffic signs,13,What does this sign mean?,yes,You have priority,no,No motor vehicles,no,Two-way traffic,no,No overtaking,no,D
529,11,Road and traffic signs,14,What does this sign mean?,yes,Waiting restrictions apply,no,Waiting permitted,no,National speed limit applies,no,Clearway (no stopping),no,A
530,11,Road and traffic signs,15,What does this sign mean?,yes,End of restricted speed area,no,End of restricted parking area,no,End of clearway,no,End of cycle route,no,B
531,11,Road and traffic signs,16,Which sign means 'no stopping'?,no,,yes,,yes,,yes,,yes,B
532,11,Road and traffic signs,17,What does this sign mean?,yes,National speed limit applies,no,Waiting restrictionsm apply,no,No stopping,no,No entry,no,C
533,11,Road and traffic signs,18,What does this sign mean?,yes,Distance to parking place ahead,no,Distance to public telephone ahead,no,Distance to public house ahead,no,Distance to passing place ahead,no,A
534,11,Road and traffic signs,19,What does this sign mean?,yes,Vehicles may not park on the verge or footway,no,Vehicles may park on the left-hand side of the road only,no,Vehicles may park fully on the verge or footway,no,Vehicles may park on the right-hand side of the road only,no,C
535,11,Road and traffic signs,20,What does this traffic sign mean?,yes,No overtaking allowed,no,give priority to oncoming traffic,no,Two-way traffic,no,One-way traffic only,no,B
536,11,Road and traffic signs,21,What's the meaning of this traffic sign?,yes,End of two-way road,no,Give priority to vehicles coming towards you,no,You have priority over vehicles coming towards you,no,Bus lane ahead,no,C
537,11,Road and traffic signs,22,What shape is a 'stop' sign?,no,,yes,,yes,,yes,,yes,D
538,11,Road and traffic signs,23,"In winter, road signs can become covered by snow. What does this sign mean?",yes,Crossroads,no,Give way,no,Stop,no,Turn right,no,C
539,11,Road and traffic signs,24,What does this sign mean?,yes,Service area 30 miles ahead,no,Maximum speed 30 mph,no,Minium speed 30 mph,no,Lay-by 30 miles ahead,no,C
540,11,Road and traffic signs,25,What does this sign mean?,yes,Give away oncoming vehicles,no,Approach traffic passes you on both sides,no,Turn off at the next available junction,no,Pass either side to get to tha same destination,no,D
541,11,Road and traffic signs,26,What does this sign mean?,yes,Route for trams,no,Give way to trams,no,Route for buses,no,Give way to buses,no,A
542,11,Road and traffic signs,27,What messages are given by circular traffic signs that have a blue background?,yes,They five temporary directuons during a diversion,no,They give directions to car parks,no,they give motorway information,no,They give mandatory instructions,no,D
543,11,Road and traffic signs,28,Where would you see a contraflow bus lane?,yes,On a dual carriageway,no,On a roundabout,no,On an urban motorway,no,On a one-way street,no,D
